CardKey,ClientID,CardBrand,CardType,HasChip,CreditLimit,CreditLimitBand,CreditLimitBandSort,AccountOpened,AccountOpenedYear,CardsIssued,PinLastChanged
5556,1917,Amex,Credit,Chip,13000.0,$10k-$25k,2,2009-11-01,2009,2,2009
5575,209,Mastercard,Debit,Chip,10227.0,$10k-$25k,2,2009-11-01,2009,2,2012
5578,1774,Mastercard,Debit,Chip,10815.0,$10k-$25k,2,2009-11-01,2009,2,2020
5601,1009,Mastercard,Debit,Chip,9902.0,$1k-$10k,1,2010-11-01,2010,1,2012
5602,840,Mastercard,Debit,Chip,10400.0,$10k-$25k,2,2010-11-01,2010,2,2013
5630,47,Visa,Debit (Prepaid),Chip,100.0,Under $1k,0,2010-11-01,2010,2,2010
5632,1302,Visa,Credit,Chip,7900.0,$1k-$10k,1,2010-11-01,2010,2,2015
5652,1646,Mastercard,Credit,Chip,9900.0,$1k-$10k,1,2011-11-01,2011,2,2011
5653,1604,Mastercard,Credit,Chip,11200.0,$10k-$25k,2,2011-11-01,2011,2,2013
5666,1332,Visa,Debit,Chip,40914.0,$25k-$50k,3,2011-11-01,2011,1,2011
5668,716,Mastercard,Debit (Prepaid),No chip,60.0,Under $1k,0,2012-11-01,2012,1,2012
5686,1247,Mastercard,Debit,Chip,18482.0,$10k-$25k,2,2013-11-01,2013,1,2013
5691,1253,Visa,Debit,Chip,39764.0,$25k-$50k,3,2013-11-01,2013,1,2013
5694,162,Visa,Debit,Chip,27266.0,$25k-$50k,3,2013-11-01,2013,2,2013
5695,948,Visa,Debit,Chip,11795.0,$10k-$25k,2,2013-11-01,2013,2,2013
5697,489,Visa,Debit (Prepaid),Chip,71.0,Under $1k,0,2013-11-01,2013,1,2013
5712,1807,Mastercard,Debit,Chip,26838.0,$25k-$50k,3,2015-11-01,2015,2,2015
5714,679,Visa,Debit (Prepaid),Chip,73.0,Under $1k,0,2015-11-01,2015,2,2015
5715,855,Visa,Debit,Chip,11928.0,$10k-$25k,2,2015-11-01,2015,2,2015
5723,955,Mastercard,Debit,Chip,13254.0,$10k-$25k,2,2016-11-01,2016,1,2016
5742,1076,Mastercard,Debit,No chip,12535.0,$10k-$25k,2,2019-11-01,2019,1,2019
5754,1300,Mastercard,Debit,Chip,14661.0,$10k-$25k,2,1997-12-01,1997,2,2009
5761,1411,Mastercard,Debit,Chip,39598.0,$25k-$50k,3,1999-12-01,1999,1,2006
5763,1169,Visa,Credit,Chip,28300.0,$25k-$50k,3,1999-12-01,1999,2,2008
5772,801,Mastercard,Debit,Chip,10311.0,$10k-$25k,2,2001-12-01,2001,1,2006
5773,876,Mastercard,Debit,No chip,9146.0,$1k-$10k,1,2001-12-01,2001,2,2012
5774,738,Mastercard,Credit,Chip,19600.0,$10k-$25k,2,2001-12-01,2001,2,2013
5778,668,Mastercard,Debit,Chip,607.0,Under $1k,0,2002-12-01,2002,2,2010
5779,1826,Mastercard,Debit (Prepaid),Chip,49.0,Under $1k,0,2002-12-01,2002,1,2009
5786,1997,Amex,Credit,Chip,25600.0,$25k-$50k,3,2003-12-01,2003,1,2009
5788,230,Amex,Credit,Chip,4000.0,$1k-$10k,1,2003-12-01,2003,2,2006
5792,1369,Mastercard,Debit,Chip,14716.0,$10k-$25k,2,2003-12-01,2003,2,2012
5803,1917,Amex,Credit,Chip,8600.0,$1k-$10k,1,2004-12-01,2004,2,2009
5808,1997,Mastercard,Debit,Chip,34953.0,$25k-$50k,3,2004-12-01,2004,2,2011
5811,456,Mastercard,Debit,Chip,14824.0,$10k-$25k,2,2004-12-01,2004,2,2011
5822,1166,Visa,Debit,Chip,23737.0,$10k-$25k,2,2004-12-01,2004,2,2010
5829,1980,Mastercard,Debit,Chip,12224.0,$10k-$25k,2,2005-12-01,2005,2,2006
5830,1809,Mastercard,Debit,Chip,18089.0,$10k-$25k,2,2005-12-01,2005,2,2013
5837,1247,Mastercard,Credit,No chip,5700.0,$1k-$10k,1,2005-12-01,2005,2,2010
5856,280,Mastercard,Debit,Chip,14710.0,$10k-$25k,2,2006-12-01,2006,2,2016
5859,776,Mastercard,Debit,Chip,48344.0,$25k-$50k,3,2006-12-01,2006,1,2006
5869,1742,Visa,Debit (Prepaid),Chip,12.0,Under $1k,0,2006-12-01,2006,2,2013
5887,564,Mastercard,Credit,Chip,9700.0,$1k-$10k,1,2007-12-01,2007,1,2011
5893,230,Mastercard,Credit,Chip,7200.0,$1k-$10k,1,2007-12-01,2007,1,2012
5909,1799,Visa,Debit,Chip,47372.0,$25k-$50k,3,2007-12-01,2007,2,2008
5913,1259,Visa,Debit (Prepaid),Chip,76.0,Under $1k,0,2007-12-01,2007,1,2011
5916,855,Visa,Debit,Chip,12188.0,$10k-$25k,2,2007-12-01,2007,2,2011
5928,119,Mastercard,Debit,Chip,13177.0,$10k-$25k,2,2008-12-01,2008,2,2014
5929,1425,Mastercard,Debit,No chip,13606.0,$10k-$25k,2,2008-12-01,2008,2,2016
5938,162,Mastercard,Debit,Chip,39452.0,$25k-$50k,3,2008-12-01,2008,1,2010
5939,1774,Mastercard,Credit,No chip,4000.0,$1k-$10k,1,2008-12-01,2008,1,2012
5957,1975,Mastercard,Credit,Chip,0.0,Under $1k,0,2009-12-01,2009,1,2010
5972,679,Mastercard,Debit,Chip,14713.0,$10k-$25k,2,2009-12-01,2009,2,2011
5978,1487,Visa,Debit,Chip,26083.0,$25k-$50k,3,2009-12-01,2009,1,2009
5980,119,Visa,Credit,Chip,2500.0,$1k-$10k,1,2009-12-01,2009,1,2009
6006,57,Mastercard,Debit,Chip,17614.0,$10k-$25k,2,2010-12-01,2010,2,2013
6010,303,Mastercard,Debit,Chip,32488.0,$25k-$50k,3,2010-12-01,2010,1,2010
6025,1568,Visa,Credit,Chip,13000.0,$10k-$25k,2,2010-12-01,2010,1,2012
6037,1370,Discover,Credit,Chip,18400.0,$10k-$25k,2,2011-12-01,2011,1,2011
6045,1330,Mastercard,Debit,No chip,21820.0,$10k-$25k,2,2011-12-01,2011,1,2011
6051,1586,Visa,Credit,Chip,11800.0,$10k-$25k,2,2011-12-01,2011,1,2011
6053,561,Visa,Debit,Chip,16531.0,$10k-$25k,2,2011-12-01,2011,1,2011
6066,1284,Amex,Credit,Chip,10800.0,$10k-$25k,2,2012-12-01,2012,2,2012
6077,1604,Visa,Debit,Chip,11578.0,$10k-$25k,2,2012-12-01,2012,1,2012
6081,1260,Amex,Credit,Chip,0.0,Under $1k,0,2013-12-01,2013,2,2013
6095,1088,Visa,Debit,Chip,15194.0,$10k-$25k,2,2013-12-01,2013,1,2013
6107,1184,Mastercard,Debit,Chip,27876.0,$25k-$50k,3,2015-12-01,2015,1,2015
6115,921,Visa,Debit,Chip,22704.0,$10k-$25k,2,2015-12-01,2015,1,2015
6119,561,Mastercard,Debit,Chip,14054.0,$10k-$25k,2,2016-12-01,2016,1,2016
