"query","column","value"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","15544.81"
"08_card_by_year","[Txn]","172"
"08_card_by_year","[Decline]","0.0116279069767442"
"08_card_by_year","Card[Card]","5350"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","12874.66"
"08_card_by_year","[Txn]","291"
"08_card_by_year","[Decline]","0.013745704467354"
"08_card_by_year","Card[Card]","5694"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","1244.94"
"08_card_by_year","[Txn]","38"
"08_card_by_year","[Decline]","0.0263157894736842"
"08_card_by_year","Card[Card]","3772"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4311.22"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.034965034965035"
"08_card_by_year","Card[Card]","4274"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4582.59"
"08_card_by_year","[Txn]","169"
"08_card_by_year","[Decline]","0.0236686390532544"
"08_card_by_year","Card[Card]","3476"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","3968.5"
"08_card_by_year","[Txn]","145"
"08_card_by_year","[Decline]","0.00689655172413793"
"08_card_by_year","Card[Card]","4318"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","15047.39"
"08_card_by_year","[Txn]","481"
"08_card_by_year","[Decline]","0.0353430353430353"
"08_card_by_year","Card[Card]","5015"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","5117.16"
"08_card_by_year","[Txn]","250"
"08_card_by_year","[Decline]","0.036"
"08_card_by_year","Card[Card]","4097"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","3877.35"
"08_card_by_year","[Txn]","251"
"08_card_by_year","[Decline]","0.0159362549800797"
"08_card_by_year","Card[Card]","3758"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4501.53"
"08_card_by_year","[Txn]","242"
"08_card_by_year","[Decline]","0.0165289256198347"
"08_card_by_year","Card[Card]","5778"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","3992.76"
"08_card_by_year","[Txn]","246"
"08_card_by_year","[Decline]","0.0203252032520325"
"08_card_by_year","Card[Card]","3918"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","17555.47"
"08_card_by_year","[Txn]","405"
"08_card_by_year","[Decline]","0.0148148148148148"
"08_card_by_year","Card[Card]","2318"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","24245.37"
"08_card_by_year","[Txn]","374"
"08_card_by_year","[Decline]","0.00267379679144385"
"08_card_by_year","Card[Card]","2079"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","19814.25"
"08_card_by_year","[Txn]","331"
"08_card_by_year","[Decline]","0.0151057401812689"
"08_card_by_year","Card[Card]","4516"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","9808.42"
"08_card_by_year","[Txn]","300"
"08_card_by_year","[Decline]","0.0166666666666667"
"08_card_by_year","Card[Card]","5578"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","10055.61"
"08_card_by_year","[Txn]","306"
"08_card_by_year","[Decline]","0.0228758169934641"
"08_card_by_year","Card[Card]","5939"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","12457.05"
"08_card_by_year","[Txn]","200"
"08_card_by_year","[Decline]","0.01"
"08_card_by_year","Card[Card]","2003"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","11122.68"
"08_card_by_year","[Txn]","200"
"08_card_by_year","[Decline]","0.005"
"08_card_by_year","Card[Card]","5106"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","2621"
"08_card_by_year","[Txn]","102"
"08_card_by_year","[Decline]","0.00980392156862745"
"08_card_by_year","Card[Card]","6095"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","15541.75"
"08_card_by_year","[Txn]","565"
"08_card_by_year","[Decline]","0.0123893805309735"
"08_card_by_year","Card[Card]","3940"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","9287.01"
"08_card_by_year","[Txn]","130"
"08_card_by_year","[Decline]","0.0153846153846154"
"08_card_by_year","Card[Card]","4574"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","10829.57"
"08_card_by_year","[Txn]","158"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5182"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","13533.97"
"08_card_by_year","[Txn]","211"
"08_card_by_year","[Decline]","0.014218009478673"
"08_card_by_year","Card[Card]","3488"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4727.82"
"08_card_by_year","[Txn]","117"
"08_card_by_year","[Decline]","0.0341880341880342"
"08_card_by_year","Card[Card]","317"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4244.27"
"08_card_by_year","[Txn]","115"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4936"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","4629.81"
"08_card_by_year","[Txn]","104"
"08_card_by_year","[Decline]","0.0480769230769231"
"08_card_by_year","Card[Card]","5013"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","40258.41"
"08_card_by_year","[Txn]","885"
"08_card_by_year","[Decline]","0.0112994350282486"
"08_card_by_year","Card[Card]","3569"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","1774.17"
"08_card_by_year","[Txn]","24"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5005"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","10778.84"
"08_card_by_year","[Txn]","179"
"08_card_by_year","[Decline]","0.0223463687150838"
"08_card_by_year","Card[Card]","3725"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","13298.39"
"08_card_by_year","[Txn]","251"
"08_card_by_year","[Decline]","0.0199203187250996"
"08_card_by_year","Card[Card]","5980"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","25724.03"
"08_card_by_year","[Txn]","325"
"08_card_by_year","[Decline]","0.0215384615384615"
"08_card_by_year","Card[Card]","966"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","6677.96"
"08_card_by_year","[Txn]","237"
"08_card_by_year","[Decline]","0.0126582278481013"
"08_card_by_year","Card[Card]","4233"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","14545.98"
"08_card_by_year","[Txn]","237"
"08_card_by_year","[Decline]","0.0253164556962025"
"08_card_by_year","Card[Card]","3803"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","1883.28"
"08_card_by_year","[Txn]","108"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5788"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","2781.41"
"08_card_by_year","[Txn]","71"
"08_card_by_year","[Decline]","0.0140845070422535"
"08_card_by_year","Card[Card]","5227"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","5939.58"
"08_card_by_year","[Txn]","80"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","6006"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","47525.39"
"08_card_by_year","[Txn]","1172"
"08_card_by_year","[Decline]","0.0221843003412969"
"08_card_by_year","Card[Card]","5754"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","9089.3"
"08_card_by_year","[Txn]","516"
"08_card_by_year","[Decline]","0.00387596899224806"
"08_card_by_year","Card[Card]","156"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","12512.06"
"08_card_by_year","[Txn]","471"
"08_card_by_year","[Decline]","0.0127388535031847"
"08_card_by_year","Card[Card]","1337"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","6835.02"
"08_card_by_year","[Txn]","435"
"08_card_by_year","[Decline]","0.0252873563218391"
"08_card_by_year","Card[Card]","5893"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","3470.92"
"08_card_by_year","[Txn]","68"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4334"
"08_card_by_year","Date[Year]","2014"
"08_card_by_year","[Spend]","6617.5"
"08_card_by_year","[Txn]","101"
"08_card_by_year","[Decline]","0.0099009900990099"
"08_card_by_year","Card[Card]","4774"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10943.2"
"08_card_by_year","[Txn]","335"
"08_card_by_year","[Decline]","0.0119402985074627"
"08_card_by_year","Card[Card]","4693"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9866.29"
"08_card_by_year","[Txn]","326"
"08_card_by_year","[Decline]","0.0122699386503067"
"08_card_by_year","Card[Card]","4561"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11910.52"
"08_card_by_year","[Txn]","353"
"08_card_by_year","[Decline]","0.0028328611898017"
"08_card_by_year","Card[Card]","4715"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","22920.6"
"08_card_by_year","[Txn]","544"
"08_card_by_year","[Decline]","0.0275735294117647"
"08_card_by_year","Card[Card]","5668"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10083.58"
"08_card_by_year","[Txn]","460"
"08_card_by_year","[Decline]","0.0391304347826087"
"08_card_by_year","Card[Card]","3965"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","20007.86"
"08_card_by_year","[Txn]","479"
"08_card_by_year","[Decline]","0.022964509394572"
"08_card_by_year","Card[Card]","2891"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8889.89"
"08_card_by_year","[Txn]","230"
"08_card_by_year","[Decline]","0.0173913043478261"
"08_card_by_year","Card[Card]","983"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11171.65"
"08_card_by_year","[Txn]","486"
"08_card_by_year","[Decline]","0.0390946502057613"
"08_card_by_year","Card[Card]","2870"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","2736.6"
"08_card_by_year","[Txn]","223"
"08_card_by_year","[Decline]","0.0179372197309417"
"08_card_by_year","Card[Card]","5398"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7981.07"
"08_card_by_year","[Txn]","203"
"08_card_by_year","[Decline]","0.0246305418719212"
"08_card_by_year","Card[Card]","3864"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","70857.42"
"08_card_by_year","[Txn]","911"
"08_card_by_year","[Decline]","0.0109769484083425"
"08_card_by_year","Card[Card]","4687"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","50137.48"
"08_card_by_year","[Txn]","1214"
"08_card_by_year","[Decline]","0.0164744645799012"
"08_card_by_year","Card[Card]","37"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","42272.48"
"08_card_by_year","[Txn]","342"
"08_card_by_year","[Decline]","0.0175438596491228"
"08_card_by_year","Card[Card]","5602"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","51255.05"
"08_card_by_year","[Txn]","389"
"08_card_by_year","[Decline]","0.0077120822622108"
"08_card_by_year","Card[Card]","2416"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","51127.18"
"08_card_by_year","[Txn]","382"
"08_card_by_year","[Decline]","0.0104712041884817"
"08_card_by_year","Card[Card]","4992"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","748.58"
"08_card_by_year","[Txn]","29"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2083"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","46797.87"
"08_card_by_year","[Txn]","356"
"08_card_by_year","[Decline]","0.0224719101123595"
"08_card_by_year","Card[Card]","5856"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11511.79"
"08_card_by_year","[Txn]","285"
"08_card_by_year","[Decline]","0.0245614035087719"
"08_card_by_year","Card[Card]","2959"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16032.58"
"08_card_by_year","[Txn]","206"
"08_card_by_year","[Decline]","0.0242718446601942"
"08_card_by_year","Card[Card]","1062"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","17428.76"
"08_card_by_year","[Txn]","256"
"08_card_by_year","[Decline]","0.0078125"
"08_card_by_year","Card[Card]","2826"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12990.42"
"08_card_by_year","[Txn]","266"
"08_card_by_year","[Decline]","0.0075187969924812"
"08_card_by_year","Card[Card]","2189"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","24855.52"
"08_card_by_year","[Txn]","639"
"08_card_by_year","[Decline]","0.0234741784037559"
"08_card_by_year","Card[Card]","4579"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","29601.9"
"08_card_by_year","[Txn]","685"
"08_card_by_year","[Decline]","0.0116788321167883"
"08_card_by_year","Card[Card]","6045"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","28357.4"
"08_card_by_year","[Txn]","645"
"08_card_by_year","[Decline]","0.0170542635658915"
"08_card_by_year","Card[Card]","6037"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13627.71"
"08_card_by_year","[Txn]","233"
"08_card_by_year","[Decline]","0.0128755364806867"
"08_card_by_year","Card[Card]","4957"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14896.52"
"08_card_by_year","[Txn]","362"
"08_card_by_year","[Decline]","0.0193370165745856"
"08_card_by_year","Card[Card]","3464"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14174.12"
"08_card_by_year","[Txn]","210"
"08_card_by_year","[Decline]","0.0142857142857143"
"08_card_by_year","Card[Card]","170"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11725.21"
"08_card_by_year","[Txn]","325"
"08_card_by_year","[Decline]","0.00923076923076923"
"08_card_by_year","Card[Card]","991"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5940.49"
"08_card_by_year","[Txn]","388"
"08_card_by_year","[Decline]","0.00515463917525773"
"08_card_by_year","Card[Card]","2432"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5831.84"
"08_card_by_year","[Txn]","376"
"08_card_by_year","[Decline]","0.0159574468085106"
"08_card_by_year","Card[Card]","3324"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","6880.15"
"08_card_by_year","[Txn]","409"
"08_card_by_year","[Decline]","0.019559902200489"
"08_card_by_year","Card[Card]","3414"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11900.53"
"08_card_by_year","[Txn]","247"
"08_card_by_year","[Decline]","0.0121457489878543"
"08_card_by_year","Card[Card]","3500"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","69213.53"
"08_card_by_year","[Txn]","566"
"08_card_by_year","[Decline]","0.0088339222614841"
"08_card_by_year","Card[Card]","2302"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11820.97"
"08_card_by_year","[Txn]","168"
"08_card_by_year","[Decline]","0.0178571428571429"
"08_card_by_year","Card[Card]","2065"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7153.64"
"08_card_by_year","[Txn]","187"
"08_card_by_year","[Decline]","0.0106951871657754"
"08_card_by_year","Card[Card]","3489"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","33644.23"
"08_card_by_year","[Txn]","446"
"08_card_by_year","[Decline]","0.00448430493273543"
"08_card_by_year","Card[Card]","3370"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7137.53"
"08_card_by_year","[Txn]","182"
"08_card_by_year","[Decline]","0.00549450549450549"
"08_card_by_year","Card[Card]","2907"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16558.08"
"08_card_by_year","[Txn]","230"
"08_card_by_year","[Decline]","0.0130434782608696"
"08_card_by_year","Card[Card]","4202"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","18623.15"
"08_card_by_year","[Txn]","375"
"08_card_by_year","[Decline]","0.016"
"08_card_by_year","Card[Card]","3060"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10659.14"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.00699300699300699"
"08_card_by_year","Card[Card]","2532"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13779.15"
"08_card_by_year","[Txn]","463"
"08_card_by_year","[Decline]","0.00647948164146868"
"08_card_by_year","Card[Card]","2653"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","25136.07"
"08_card_by_year","[Txn]","660"
"08_card_by_year","[Decline]","0.0136363636363636"
"08_card_by_year","Card[Card]","217"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16183.31"
"08_card_by_year","[Txn]","328"
"08_card_by_year","[Decline]","0.0182926829268293"
"08_card_by_year","Card[Card]","274"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","6914.88"
"08_card_by_year","[Txn]","171"
"08_card_by_year","[Decline]","0.0116959064327485"
"08_card_by_year","Card[Card]","1116"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4309.4"
"08_card_by_year","[Txn]","235"
"08_card_by_year","[Decline]","0.00425531914893617"
"08_card_by_year","Card[Card]","3932"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","17371.62"
"08_card_by_year","[Txn]","373"
"08_card_by_year","[Decline]","0.0187667560321716"
"08_card_by_year","Card[Card]","3399"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14391.55"
"08_card_by_year","[Txn]","221"
"08_card_by_year","[Decline]","0.0135746606334842"
"08_card_by_year","Card[Card]","5550"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12691.38"
"08_card_by_year","[Txn]","176"
"08_card_by_year","[Decline]","0.0170454545454545"
"08_card_by_year","Card[Card]","5228"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7064.75"
"08_card_by_year","[Txn]","121"
"08_card_by_year","[Decline]","0.0165289256198347"
"08_card_by_year","Card[Card]","2295"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5514.97"
"08_card_by_year","[Txn]","110"
"08_card_by_year","[Decline]","0.00909090909090909"
"08_card_by_year","Card[Card]","3483"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12151.08"
"08_card_by_year","[Txn]","283"
"08_card_by_year","[Decline]","0.0212014134275618"
"08_card_by_year","Card[Card]","3908"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13983.73"
"08_card_by_year","[Txn]","388"
"08_card_by_year","[Decline]","0.0103092783505155"
"08_card_by_year","Card[Card]","2828"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11710.54"
"08_card_by_year","[Txn]","171"
"08_card_by_year","[Decline]","0.0175438596491228"
"08_card_by_year","Card[Card]","4981"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","42737.82"
"08_card_by_year","[Txn]","696"
"08_card_by_year","[Decline]","0.014367816091954"
"08_card_by_year","Card[Card]","4231"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9424.4"
"08_card_by_year","[Txn]","279"
"08_card_by_year","[Decline]","0.032258064516129"
"08_card_by_year","Card[Card]","320"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21379.55"
"08_card_by_year","[Txn]","386"
"08_card_by_year","[Decline]","0.0103626943005181"
"08_card_by_year","Card[Card]","3898"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","38600.5"
"08_card_by_year","[Txn]","845"
"08_card_by_year","[Decline]","0.0153846153846154"
"08_card_by_year","Card[Card]","2188"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","6635.3"
"08_card_by_year","[Txn]","466"
"08_card_by_year","[Decline]","0.00858369098712446"
"08_card_by_year","Card[Card]","2429"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","61099.42"
"08_card_by_year","[Txn]","1639"
"08_card_by_year","[Decline]","0.014032946918853"
"08_card_by_year","Card[Card]","1073"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7438.13"
"08_card_by_year","[Txn]","195"
"08_card_by_year","[Decline]","0.0307692307692308"
"08_card_by_year","Card[Card]","2472"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","74861.34"
"08_card_by_year","[Txn]","1095"
"08_card_by_year","[Decline]","0.0155251141552511"
"08_card_by_year","Card[Card]","4003"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","30790.96"
"08_card_by_year","[Txn]","423"
"08_card_by_year","[Decline]","0.00945626477541371"
"08_card_by_year","Card[Card]","2898"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14632.43"
"08_card_by_year","[Txn]","349"
"08_card_by_year","[Decline]","0.00573065902578797"
"08_card_by_year","Card[Card]","48"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12236.57"
"08_card_by_year","[Txn]","152"
"08_card_by_year","[Decline]","0.0131578947368421"
"08_card_by_year","Card[Card]","4083"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","24152.66"
"08_card_by_year","[Txn]","427"
"08_card_by_year","[Decline]","0.0281030444964871"
"08_card_by_year","Card[Card]","5837"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21813.98"
"08_card_by_year","[Txn]","372"
"08_card_by_year","[Decline]","0.00806451612903226"
"08_card_by_year","Card[Card]","114"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7159.51"
"08_card_by_year","[Txn]","153"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4004"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","18279.46"
"08_card_by_year","[Txn]","289"
"08_card_by_year","[Decline]","0.0449826989619377"
"08_card_by_year","Card[Card]","3411"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5233.64"
"08_card_by_year","[Txn]","192"
"08_card_by_year","[Decline]","0.0104166666666667"
"08_card_by_year","Card[Card]","4756"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","28210.24"
"08_card_by_year","[Txn]","276"
"08_card_by_year","[Decline]","0.0036231884057971"
"08_card_by_year","Card[Card]","4284"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","25218.35"
"08_card_by_year","[Txn]","431"
"08_card_by_year","[Decline]","0.00696055684454756"
"08_card_by_year","Card[Card]","4103"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8570.16"
"08_card_by_year","[Txn]","184"
"08_card_by_year","[Decline]","0.00543478260869565"
"08_card_by_year","Card[Card]","2282"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5510.05"
"08_card_by_year","[Txn]","205"
"08_card_by_year","[Decline]","0.0146341463414634"
"08_card_by_year","Card[Card]","5779"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7983.24"
"08_card_by_year","[Txn]","734"
"08_card_by_year","[Decline]","0.0149863760217984"
"08_card_by_year","Card[Card]","3076"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","37366.66"
"08_card_by_year","[Txn]","938"
"08_card_by_year","[Decline]","0.0106609808102345"
"08_card_by_year","Card[Card]","5909"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","36601.86"
"08_card_by_year","[Txn]","934"
"08_card_by_year","[Decline]","0.0139186295503212"
"08_card_by_year","Card[Card]","3466"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","36600.85"
"08_card_by_year","[Txn]","704"
"08_card_by_year","[Decline]","0.015625"
"08_card_by_year","Card[Card]","2217"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10191.43"
"08_card_by_year","[Txn]","209"
"08_card_by_year","[Decline]","0.0191387559808612"
"08_card_by_year","Card[Card]","4669"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9122.13"
"08_card_by_year","[Txn]","217"
"08_card_by_year","[Decline]","0.0276497695852535"
"08_card_by_year","Card[Card]","5022"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9923.19"
"08_card_by_year","[Txn]","189"
"08_card_by_year","[Decline]","0.00529100529100529"
"08_card_by_year","Card[Card]","165"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","33605.67"
"08_card_by_year","[Txn]","1125"
"08_card_by_year","[Decline]","0.0222222222222222"
"08_card_by_year","Card[Card]","3003"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8973.78"
"08_card_by_year","[Txn]","193"
"08_card_by_year","[Decline]","0.0155440414507772"
"08_card_by_year","Card[Card]","4117"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9679.95"
"08_card_by_year","[Txn]","187"
"08_card_by_year","[Decline]","0.0053475935828877"
"08_card_by_year","Card[Card]","5939"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11956.11"
"08_card_by_year","[Txn]","201"
"08_card_by_year","[Decline]","0.0298507462686567"
"08_card_by_year","Card[Card]","4540"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11809.43"
"08_card_by_year","[Txn]","433"
"08_card_by_year","[Decline]","0.0069284064665127"
"08_card_by_year","Card[Card]","4550"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5648.86"
"08_card_by_year","[Txn]","246"
"08_card_by_year","[Decline]","0.0121951219512195"
"08_card_by_year","Card[Card]","5630"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7605.25"
"08_card_by_year","[Txn]","325"
"08_card_by_year","[Decline]","0.0246153846153846"
"08_card_by_year","Card[Card]","5578"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9898.09"
"08_card_by_year","[Txn]","290"
"08_card_by_year","[Decline]","0.00689655172413793"
"08_card_by_year","Card[Card]","4516"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10757.59"
"08_card_by_year","[Txn]","313"
"08_card_by_year","[Decline]","0.00958466453674121"
"08_card_by_year","Card[Card]","4557"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","22751.05"
"08_card_by_year","[Txn]","605"
"08_card_by_year","[Decline]","0.00991735537190083"
"08_card_by_year","Card[Card]","3463"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","41906.58"
"08_card_by_year","[Txn]","900"
"08_card_by_year","[Decline]","0.00777777777777778"
"08_card_by_year","Card[Card]","2079"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","26375.38"
"08_card_by_year","[Txn]","435"
"08_card_by_year","[Decline]","0.0206896551724138"
"08_card_by_year","Card[Card]","2978"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21423.64"
"08_card_by_year","[Txn]","311"
"08_card_by_year","[Decline]","0.0128617363344051"
"08_card_by_year","Card[Card]","4968"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8724.62"
"08_card_by_year","[Txn]","267"
